[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[207.629s][info ][safepoint    ] Application time: 0.0132740 seconds
[207.629s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[207.629s][info ][gc,start     ] GC(172) Pause Young (Allocation Failure)
[207.629s][info ][gc,task      ] GC(172) Using 4 workers of 4 for evacuation
[207.633s][debug][gc,ref       ] GC(172) Skipped phase1 of Reference Processing due to unavailable references
[207.633s][debug][gc,ref       ] GC(172) Skipped phase3 of Reference Processing due to unavailable references
[207.633s][debug][gc,ref       ] GC(172) Skipped phase4 of Reference Processing due to unavailable references
[207.633s][debug][gc,age       ] GC(172) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[207.633s][info ][gc,heap      ] GC(172) ParNew: 243142K->2273K(270976K)
[207.633s][info ][gc,heap      ] GC(172) CMS: 263485K->263795K(602112K)
[207.633s][info ][gc,metaspace ] GC(172) Metaspace: 57579K->57579K(1101824K)
[207.633s][info ][gc           ] GC(172) Pause Young (Allocation Failure) 494M->259M(852M) 4.028ms
[207.633s][info ][gc,cpu       ] GC(172) User=0.01s Sys=0.00s Real=0.00s
[207.633s][info ][safepoint    ] Leaving safepoint region
[207.633s][info ][safepoint    ] Total time for which application threads were stopped: 0.0042051 seconds, Stopping threads took: 0.0000187 seconds
[209.633s][info ][safepoint    ] Application time: 2.0002241 seconds
[209.633s][info ][safepoint    ] Entering safepoint region: Cleanup
[209.633s][info ][safepoint    ] Leaving safepoint region
[209.633s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000887 seconds, Stopping threads took: 0.0000201 seconds
[210.712s][info ][safepoint    ] Application time: 1.0790009 seconds
[210.712s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[210.713s][info ][gc,start     ] GC(173) Pause Young (Allocation Failure)
[210.713s][info ][gc,task      ] GC(173) Using 4 workers of 4 for evacuation
[210.715s][debug][gc,ref       ] GC(173) Skipped phase1 of Reference Processing due to unavailable references
[210.715s][debug][gc,ref       ] GC(173) Skipped phase3 of Reference Processing due to unavailable references
[210.716s][debug][gc,ref       ] GC(173) Skipped phase4 of Reference Processing due to unavailable references
[210.716s][debug][gc,age       ] GC(173) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[210.716s][info ][gc,heap      ] GC(173) ParNew: 243169K->1867K(270976K)
[210.716s][info ][gc,heap      ] GC(173) CMS: 263795K->263869K(602112K)
[210.716s][info ][gc,metaspace ] GC(173) Metaspace: 57579K->57579K(1101824K)
[210.716s][info ][gc           ] GC(173) Pause Young (Allocation Failure) 495M->259M(852M) 3.107ms
[210.716s][info ][gc,cpu       ] GC(173) User=0.01s Sys=0.00s Real=0.00s
[210.716s][info ][safepoint    ] Leaving safepoint region
[210.716s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032899 seconds, Stopping threads took: 0.0000307 seconds
[213.667s][info ][safepoint    ] Application time: 2.9513573 seconds
[213.667s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[213.667s][info ][gc,start     ] GC(174) Pause Young (Allocation Failure)
[213.667s][info ][gc,task      ] GC(174) Using 4 workers of 4 for evacuation
[213.670s][debug][gc,ref       ] GC(174) Skipped phase1 of Reference Processing due to unavailable references
[213.670s][debug][gc,ref       ] GC(174) Skipped phase3 of Reference Processing due to unavailable references
[213.670s][debug][gc,ref       ] GC(174) Skipped phase4 of Reference Processing due to unavailable references
[213.670s][debug][gc,age       ] GC(174) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[213.670s][info ][gc,heap      ] GC(174) ParNew: 242763K->1799K(270976K)
[213.670s][info ][gc,heap      ] GC(174) CMS: 263869K->263937K(602112K)
[213.670s][info ][gc,metaspace ] GC(174) Metaspace: 57580K->57580K(1101824K)
[213.670s][info ][gc           ] GC(174) Pause Young (Allocation Failure) 494M->259M(852M) 3.244ms
[213.670s][info ][gc,cpu       ] GC(174) User=0.01s Sys=0.00s Real=0.01s
[213.670s][info ][safepoint    ] Leaving safepoint region
[213.670s][info ][safepoint    ] Total time for which application threads were stopped: 0.0033916 seconds, Stopping threads took: 0.0000174 seconds
[214.671s][info ][safepoint    ] Application time: 1.0001079 seconds
[214.671s][info ][safepoint    ] Entering safepoint region: Cleanup
[214.671s][info ][safepoint    ] Leaving safepoint region
[214.671s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001412 seconds, Stopping threads took: 0.0000475 seconds
[215.671s][info ][safepoint    ] Application time: 1.0000970 seconds
[215.671s][info ][safepoint    ] Entering safepoint region: Cleanup
[215.671s][info ][safepoint    ] Leaving safepoint region
[215.671s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001324 seconds, Stopping threads took: 0.0000454 seconds
[216.671s][info ][safepoint    ] Application time: 1.0001020 seconds
[216.671s][info ][safepoint    ] Entering safepoint region: Cleanup
[216.671s][info ][safepoint    ] Leaving safepoint region
[216.671s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001233 seconds, Stopping threads took: 0.0000460 seconds
[216.774s][info ][safepoint    ] Application time: 0.1026500 seconds
[216.774s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[216.774s][info ][gc,start     ] GC(175) Pause Young (Allocation Failure)
[216.774s][info ][gc,task      ] GC(175) Using 4 workers of 4 for evacuation
[216.777s][debug][gc,ref       ] GC(175) Skipped phase1 of Reference Processing due to unavailable references
[216.777s][debug][gc,ref       ] GC(175) Skipped phase3 of Reference Processing due to unavailable references
[216.777s][debug][gc,ref       ] GC(175) Skipped phase4 of Reference Processing due to unavailable references
[216.777s][debug][gc,age       ] GC(175) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[216.777s][info ][gc,heap      ] GC(175) ParNew: 242695K->1874K(270976K)
[216.777s][info ][gc,heap      ] GC(175) CMS: 263937K->264100K(602112K)
[216.777s][info ][gc,metaspace ] GC(175) Metaspace: 57582K->57582K(1101824K)
[216.777s][info ][gc           ] GC(175) Pause Young (Allocation Failure) 494M->259M(852M) 3.191ms
[216.777s][info ][gc,cpu       ] GC(175) User=0.01s Sys=0.00s Real=0.01s
[216.777s][info ][safepoint    ] Leaving safepoint region
[216.777s][info ][safepoint    ] Total time for which application threads were stopped: 0.0033424 seconds, Stopping threads took: 0.0000185 seconds
[217.777s][info ][safepoint    ] Application time: 1.0000886 seconds
[217.778s][info ][safepoint    ] Entering safepoint region: Cleanup
[217.778s][info ][safepoint    ] Leaving safepoint region
[217.778s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000968 seconds, Stopping threads took: 0.0000356 seconds
[218.778s][info ][safepoint    ] Application time: 1.0000911 seconds
[218.778s][info ][safepoint    ] Entering safepoint region: Cleanup
[218.778s][info ][safepoint    ] Leaving safepoint region
[218.778s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000817 seconds, Stopping threads took: 0.0000167 seconds
[219.778s][info ][safepoint    ] Application time: 1.0000693 seconds
[219.778s][info ][safepoint    ] Entering safepoint region: Cleanup
[219.778s][info ][safepoint    ] Leaving safepoint region
[219.778s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000840 seconds, Stopping threads took: 0.0000188 seconds
[219.861s][info ][safepoint    ] Application time: 0.0831516 seconds
[219.861s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[219.861s][info ][gc,start     ] GC(176) Pause Young (Allocation Failure)
[219.861s][info ][gc,task      ] GC(176) Using 4 workers of 4 for evacuation
[219.865s][debug][gc,ref       ] GC(176) Skipped phase1 of Reference Processing due to unavailable references
[219.865s][debug][gc,ref       ] GC(176) Skipped phase2 of Reference Processing due to unavailable references
[219.865s][debug][gc,ref       ] GC(176) Skipped phase3 of Reference Processing due to unavailable references
[219.865s][debug][gc,ref       ] GC(176) Skipped phase4 of Reference Processing due to unavailable references
[219.865s][debug][gc,age       ] GC(176) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[219.865s][info ][gc,heap      ] GC(176) ParNew: 242770K->1764K(270976K)
[219.865s][info ][gc,heap      ] GC(176) CMS: 264100K->264152K(602112K)
[219.865s][info ][gc,metaspace ] GC(176) Metaspace: 57601K->57601K(1101824K)
[219.865s][info ][gc           ] GC(176) Pause Young (Allocation Failure) 494M->259M(852M) 3.715ms
[219.865s][info ][gc,cpu       ] GC(176) User=0.02s Sys=0.00s Real=0.00s
[219.865s][info ][safepoint    ] Leaving safepoint region
[219.865s][info ][safepoint    ] Total time for which application threads were stopped: 0.0039566 seconds, Stopping threads took: 0.0000894 seconds
[220.865s][info ][safepoint    ] Application time: 1.0000745 seconds
[220.865s][info ][safepoint    ] Entering safepoint region: Cleanup
[220.865s][info ][safepoint    ] Leaving safepoint region
[220.865s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001354 seconds, Stopping threads took: 0.0000675 seconds
[221.866s][info ][safepoint    ] Application time: 1.0000945 seconds
[221.866s][info ][safepoint    ] Entering safepoint region: Cleanup
[221.866s][info ][safepoint    ] Leaving safepoint region
[221.866s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001331 seconds, Stopping threads took: 0.0000631 seconds
[223.164s][info ][safepoint    ] Application time: 1.2979924 seconds
[223.164s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[223.164s][info ][gc,start     ] GC(177) Pause Young (Allocation Failure)
[223.164s][info ][gc,task      ] GC(177) Using 4 workers of 4 for evacuation
[223.167s][debug][gc,ref       ] GC(177) Skipped phase1 of Reference Processing due to unavailable references
[223.167s][debug][gc,ref       ] GC(177) Skipped phase2 of Reference Processing due to unavailable references
[223.167s][debug][gc,ref       ] GC(177) Skipped phase3 of Reference Processing due to unavailable references
[223.167s][debug][gc,ref       ] GC(177) Skipped phase4 of Reference Processing due to unavailable references
[223.167s][debug][gc,age       ] GC(177) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[223.167s][info ][gc,heap      ] GC(177) ParNew: 242660K->2141K(270976K)
[223.167s][info ][gc,heap      ] GC(177) CMS: 264152K->264266K(602112K)
[223.167s][info ][gc,metaspace ] GC(177) Metaspace: 57602K->57602K(1101824K)
[223.167s][info ][gc           ] GC(177) Pause Young (Allocation Failure) 494M->260M(852M) 3.063ms
[223.167s][info ][gc,cpu       ] GC(177) User=0.01s Sys=0.00s Real=0.00s
[223.167s][info ][safepoint    ] Leaving safepoint region
[223.167s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032332 seconds, Stopping threads took: 0.0000170 seconds
[225.167s][info ][safepoint    ] Application time: 2.0002270 seconds
[225.167s][info ][safepoint    ] Entering safepoint region: Cleanup
[225.167s][info ][safepoint    ] Leaving safepoint region
[225.167s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001057 seconds, Stopping threads took: 0.0000386 seconds
[226.167s][info ][safepoint    ] Application time: 1.0001062 seconds
[226.168s][info ][safepoint    ] Entering safepoint region: Cleanup
[226.168s][info ][safepoint    ] Leaving safepoint region
[226.168s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001172 seconds, Stopping threads took: 0.0000427 seconds
[226.360s][info ][safepoint    ] Application time: 0.1926939 seconds
[226.360s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[226.361s][info ][gc,start     ] GC(178) Pause Young (Allocation Failure)
[226.361s][info ][gc,task      ] GC(178) Using 4 workers of 4 for evacuation
[226.363s][debug][gc,ref       ] GC(178) Skipped phase1 of Reference Processing due to unavailable references
[226.363s][debug][gc,ref       ] GC(178) Skipped phase3 of Reference Processing due to unavailable references
[226.363s][debug][gc,ref       ] GC(178) Skipped phase4 of Reference Processing due to unavailable references
[226.363s][debug][gc,age       ] GC(178) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[226.363s][info ][gc,heap      ] GC(178) ParNew: 243037K->1880K(270976K)
[226.363s][info ][gc,heap      ] GC(178) CMS: 264266K->264276K(602112K)
[226.363s][info ][gc,metaspace ] GC(178) Metaspace: 57605K->57605K(1101824K)
[226.363s][info ][gc           ] GC(178) Pause Young (Allocation Failure) 495M->259M(852M) 2.814ms
[226.363s][info ][gc,cpu       ] GC(178) User=0.01s Sys=0.00s Real=0.00s
[226.363s][info ][safepoint    ] Leaving safepoint region
[226.363s][info ][safepoint    ] Total time for which application threads were stopped: 0.0030178 seconds, Stopping threads took: 0.0000649 seconds
[227.364s][info ][safepoint    ] Application time: 1.0001015 seconds
[227.364s][info ][safepoint    ] Entering safepoint region: Cleanup
[227.364s][info ][safepoint    ] Leaving safepoint region
[227.364s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001126 seconds, Stopping threads took: 0.0000395 seconds
[228.364s][info ][safepoint    ] Application time: 1.0001057 seconds
[228.364s][info ][safepoint    ] Entering safepoint region: Cleanup
[228.364s][info ][safepoint    ] Leaving safepoint region
[228.364s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001860 seconds, Stopping threads took: 0.0001061 seconds
[229.364s][info ][safepoint    ] Application time: 1.0001008 seconds
[229.364s][info ][safepoint    ] Entering safepoint region: Cleanup
[229.364s][info ][safepoint    ] Leaving safepoint region
[229.364s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001454 seconds, Stopping threads took: 0.0000394 seconds
[229.561s][info ][safepoint    ] Application time: 0.1971230 seconds
[229.562s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[229.562s][info ][gc,start     ] GC(179) Pause Young (Allocation Failure)
[229.562s][info ][gc,task      ] GC(179) Using 4 workers of 4 for evacuation
[229.566s][debug][gc,ref       ] GC(179) Skipped phase1 of Reference Processing due to unavailable references
[229.566s][debug][gc,ref       ] GC(179) Skipped phase3 of Reference Processing due to unavailable references
[229.566s][debug][gc,ref       ] GC(179) Skipped phase4 of Reference Processing due to unavailable references
[229.566s][debug][gc,age       ] GC(179) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[229.566s][info ][gc,heap      ] GC(179) ParNew: 242776K->2085K(270976K)
[229.566s][info ][gc,heap      ] GC(179) CMS: 264276K->264316K(602112K)
[229.566s][info ][gc,metaspace ] GC(179) Metaspace: 57615K->57615K(1101824K)
[229.566s][info ][gc           ] GC(179) Pause Young (Allocation Failure) 495M->260M(852M) 4.073ms
[229.566s][info ][gc,cpu       ] GC(179) User=0.02s Sys=0.00s Real=0.00s
[229.566s][info ][safepoint    ] Leaving safepoint region
[229.566s][info ][safepoint    ] Total time for which application threads were stopped: 0.0042994 seconds, Stopping threads took: 0.0000448 seconds
[230.566s][info ][safepoint    ] Application time: 1.0000972 seconds
[230.566s][info ][safepoint    ] Entering safepoint region: Cleanup
[230.566s][info ][safepoint    ] Leaving safepoint region
[230.566s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001392 seconds, Stopping threads took: 0.0000584 seconds
[231.566s][info ][safepoint    ] Application time: 1.0000586 seconds
[231.566s][info ][safepoint    ] Entering safepoint region: Cleanup
[231.566s][info ][safepoint    ] Leaving safepoint region
[231.566s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001623 seconds, Stopping threads took: 0.0000888 seconds
[232.769s][info ][safepoint    ] Application time: 1.2023528 seconds
[232.769s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[232.769s][info ][gc,start     ] GC(180) Pause Young (Allocation Failure)
[232.769s][info ][gc,task      ] GC(180) Using 4 workers of 4 for evacuation
[232.772s][debug][gc,ref       ] GC(180) Skipped phase1 of Reference Processing due to unavailable references
[232.772s][debug][gc,ref       ] GC(180) Skipped phase3 of Reference Processing due to unavailable references
[232.772s][debug][gc,ref       ] GC(180) Skipped phase4 of Reference Processing due to unavailable references
[232.772s][debug][gc,age       ] GC(180) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[232.772s][info ][gc,heap      ] GC(180) ParNew: 242981K->1856K(270976K)
[232.772s][info ][gc,heap      ] GC(180) CMS: 264316K->264411K(602112K)
[232.772s][info ][gc,metaspace ] GC(180) Metaspace: 57628K->57628K(1101824K)
[232.772s][info ][gc           ] GC(180) Pause Young (Allocation Failure) 495M->260M(852M) 2.976ms
[232.772s][info ][gc,cpu       ] GC(180) User=0.01s Sys=0.00s Real=0.00s
[232.772s][info ][safepoint    ] Leaving safepoint region
[232.772s][info ][safepoint    ] Total time for which application threads were stopped: 0.0031321 seconds, Stopping threads took: 0.0000293 seconds
[235.772s][info ][safepoint    ] Application time: 3.0003240 seconds
[235.772s][info ][safepoint    ] Entering safepoint region: Cleanup
[235.772s][info ][safepoint    ] Leaving safepoint region
[235.772s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001479 seconds, Stopping threads took: 0.0000447 seconds
[236.363s][info ][safepoint    ] Application time: 0.5904504 seconds
[236.363s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[236.363s][info ][gc,start     ] GC(181) Pause Young (Allocation Failure)
[236.363s][info ][gc,task      ] GC(181) Using 4 workers of 4 for evacuation
[236.367s][debug][gc,ref       ] GC(181) Skipped phase1 of Reference Processing due to unavailable references
[236.367s][debug][gc,ref       ] GC(181) Skipped phase3 of Reference Processing due to unavailable references
[236.367s][debug][gc,ref       ] GC(181) Skipped phase4 of Reference Processing due to unavailable references
[236.367s][debug][gc,age       ] GC(181) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[236.367s][info ][gc,heap      ] GC(181) ParNew: 242752K->1874K(270976K)
[236.367s][info ][gc,heap      ] GC(181) CMS: 264411K->264574K(602112K)
[236.367s][info ][gc,metaspace ] GC(181) Metaspace: 57629K->57629K(1101824K)
[236.367s][info ][gc           ] GC(181) Pause Young (Allocation Failure) 495M->260M(852M) 4.343ms
[236.367s][info ][gc,cpu       ] GC(181) User=0.01s Sys=0.00s Real=0.00s
[236.367s][info ][safepoint    ] Leaving safepoint region
[236.367s][info ][safepoint    ] Total time for which application threads were stopped: 0.0045204 seconds, Stopping threads took: 0.0000420 seconds
[238.368s][info ][safepoint    ] Application time: 2.0001968 seconds
[238.368s][info ][safepoint    ] Entering safepoint region: Cleanup
[238.368s][info ][safepoint    ] Leaving safepoint region
[238.368s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001125 seconds, Stopping threads took: 0.0000397 seconds
[239.368s][info ][safepoint    ] Application time: 1.0001430 seconds
[239.368s][info ][safepoint    ] Entering safepoint region: Cleanup
[239.368s][info ][safepoint    ] Leaving safepoint region
[239.368s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001265 seconds, Stopping threads took: 0.0000498 seconds
[239.671s][info ][safepoint    ] Application time: 0.3032641 seconds
[239.671s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[239.671s][info ][gc,start     ] GC(182) Pause Young (Allocation Failure)
[239.672s][info ][gc,task      ] GC(182) Using 4 workers of 4 for evacuation
[239.674s][debug][gc,ref       ] GC(182) Skipped phase1 of Reference Processing due to unavailable references
[239.674s][debug][gc,ref       ] GC(182) Skipped phase3 of Reference Processing due to unavailable references
[239.674s][debug][gc,ref       ] GC(182) Skipped phase4 of Reference Processing due to unavailable references
[239.675s][debug][gc,age       ] GC(182) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[239.675s][info ][gc,heap      ] GC(182) ParNew: 242770K->1611K(270976K)
[239.675s][info ][gc,heap      ] GC(182) CMS: 264574K->264611K(602112K)
[239.675s][info ][gc,metaspace ] GC(182) Metaspace: 57636K->57636K(1101824K)
[239.675s][info ][gc           ] GC(182) Pause Young (Allocation Failure) 495M->259M(852M) 3.087ms
[239.675s][info ][gc,cpu       ] GC(182) User=0.01s Sys=0.00s Real=0.00s
[239.675s][info ][safepoint    ] Leaving safepoint region
[239.675s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032839 seconds, Stopping threads took: 0.0000181 seconds
[240.675s][info ][safepoint    ] Application time: 1.0001102 seconds
[240.675s][info ][safepoint    ] Entering safepoint region: Cleanup
[240.675s][info ][safepoint    ] Leaving safepoint region
[240.675s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000853 seconds, Stopping threads took: 0.0000193 seconds
[242.913s][info ][safepoint    ] Application time: 2.2378692 seconds
[242.913s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[242.913s][info ][gc,start     ] GC(183) Pause Young (Allocation Failure)
[242.913s][info ][gc,task      ] GC(183) Using 4 workers of 4 for evacuation
[242.916s][debug][gc,ref       ] GC(183) Skipped phase1 of Reference Processing due to unavailable references
[242.916s][debug][gc,ref       ] GC(183) Skipped phase3 of Reference Processing due to unavailable references
[242.916s][debug][gc,ref       ] GC(183) Skipped phase4 of Reference Processing due to unavailable references
[242.916s][debug][gc,age       ] GC(183) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[242.916s][info ][gc,heap      ] GC(183) ParNew: 242507K->1751K(270976K)
[242.916s][info ][gc,heap      ] GC(183) CMS: 264611K->264690K(602112K)
[242.916s][info ][gc,metaspace ] GC(183) Metaspace: 57636K->57636K(1101824K)
[242.916s][info ][gc           ] GC(183) Pause Young (Allocation Failure) 495M->260M(852M) 3.132ms
[242.916s][info ][gc,cpu       ] GC(183) User=0.01s Sys=0.00s Real=0.00s
[242.916s][info ][safepoint    ] Leaving safepoint region
[242.916s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032823 seconds, Stopping threads took: 0.0000176 seconds
[243.916s][info ][safepoint    ] Application time: 1.0001010 seconds
[243.916s][info ][safepoint    ] Entering safepoint region: Cleanup
[243.916s][info ][safepoint    ] Leaving safepoint region
[243.916s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001079 seconds, Stopping threads took: 0.0000441 seconds
[244.918s][info ][safepoint    ] Application time: 1.0012986 seconds
[244.918s][info ][safepoint    ] Entering safepoint region: Cleanup
[244.918s][info ][safepoint    ] Leaving safepoint region
[244.918s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001381 seconds, Stopping threads took: 0.0000650 seconds
[245.918s][info ][safepoint    ] Application time: 1.0000953 seconds
[245.918s][info ][safepoint    ] Entering safepoint region: Cleanup
[245.918s][info ][safepoint    ] Leaving safepoint region
[245.918s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001168 seconds, Stopping threads took: 0.0000433 seconds
[246.171s][info ][safepoint    ] Application time: 0.2527077 seconds
[246.171s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[246.171s][info ][gc,start     ] GC(184) Pause Young (Allocation Failure)
[246.171s][info ][gc,task      ] GC(184) Using 4 workers of 4 for evacuation
[246.174s][debug][gc,ref       ] GC(184) Skipped phase1 of Reference Processing due to unavailable references
[246.174s][debug][gc,ref       ] GC(184) Skipped phase3 of Reference Processing due to unavailable references
[246.174s][debug][gc,ref       ] GC(184) Skipped phase4 of Reference Processing due to unavailable references
[246.174s][debug][gc,age       ] GC(184) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[246.174s][info ][gc,heap      ] GC(184) ParNew: 242647K->2264K(270976K)
[246.174s][info ][gc,heap      ] GC(184) CMS: 264690K->264756K(602112K)
[246.174s][info ][gc,metaspace ] GC(184) Metaspace: 57643K->57643K(1101824K)
[246.174s][info ][gc           ] GC(184) Pause Young (Allocation Failure) 495M->260M(852M) 2.947ms
[246.174s][info ][gc,cpu       ] GC(184) User=0.01s Sys=0.00s Real=0.00s
[246.174s][info ][safepoint    ] Leaving safepoint region
[246.174s][info ][safepoint    ] Total time for which application threads were stopped: 0.0031164 seconds, Stopping threads took: 0.0000181 seconds
[249.174s][info ][safepoint    ] Application time: 3.0002747 seconds
[249.175s][info ][safepoint    ] Entering safepoint region: Cleanup
[249.175s][info ][safepoint    ] Leaving safepoint region
[249.175s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004573 seconds, Stopping threads took: 0.0003719 seconds
[249.725s][info ][safepoint    ] Application time: 0.5506838 seconds
[249.725s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[249.726s][info ][gc,start     ] GC(185) Pause Young (Allocation Failure)
[249.726s][info ][gc,task      ] GC(185) Using 4 workers of 4 for evacuation
[249.733s][debug][gc,ref       ] GC(185) Skipped phase1 of Reference Processing due to unavailable references
[249.733s][debug][gc,ref       ] GC(185) Skipped phase3 of Reference Processing due to unavailable references
[249.733s][debug][gc,ref       ] GC(185) Skipped phase4 of Reference Processing due to unavailable references
[249.733s][debug][gc,age       ] GC(185) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[249.733s][info ][gc,heap      ] GC(185) ParNew: 243160K->1752K(270976K)
[249.733s][info ][gc,heap      ] GC(185) CMS: 264756K->264901K(602112K)
[249.733s][info ][gc,metaspace ] GC(185) Metaspace: 57643K->57643K(1101824K)
[249.733s][info ][gc           ] GC(185) Pause Young (Allocation Failure) 496M->260M(852M) 7.223ms
[249.733s][info ][gc,cpu       ] GC(185) User=0.01s Sys=0.00s Real=0.01s
[249.733s][info ][safepoint    ] Leaving safepoint region
[249.733s][info ][safepoint    ] Total time for which application threads were stopped: 0.0073846 seconds, Stopping threads took: 0.0000186 seconds
[250.733s][info ][safepoint    ] Application time: 1.0001008 seconds
[250.733s][info ][safepoint    ] Entering safepoint region: Cleanup
[250.733s][info ][safepoint    ] Leaving safepoint region
[250.733s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001653 seconds, Stopping threads took: 0.0000697 seconds
[252.733s][info ][safepoint    ] Application time: 2.0002343 seconds
[252.733s][info ][safepoint    ] Entering safepoint region: Cleanup
[252.734s][info ][safepoint    ] Leaving safepoint region
[252.734s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000845 seconds, Stopping threads took: 0.0000205 seconds
[252.972s][info ][safepoint    ] Application time: 0.2389573 seconds
[252.973s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[252.973s][info ][gc,start     ] GC(186) Pause Young (Allocation Failure)
[252.973s][info ][gc,task      ] GC(186) Using 4 workers of 4 for evacuation
[252.976s][debug][gc,ref       ] GC(186) Skipped phase1 of Reference Processing due to unavailable references
[252.976s][debug][gc,ref       ] GC(186) Skipped phase3 of Reference Processing due to unavailable references
[252.976s][debug][gc,ref       ] GC(186) Skipped phase4 of Reference Processing due to unavailable references
[252.976s][debug][gc,age       ] GC(186) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[252.976s][info ][gc,heap      ] GC(186) ParNew: 242648K->2000K(270976K)
[252.976s][info ][gc,heap      ] GC(186) CMS: 264901K->264950K(602112K)
[252.976s][info ][gc,metaspace ] GC(186) Metaspace: 57646K->57646K(1101824K)
[252.976s][info ][gc           ] GC(186) Pause Young (Allocation Failure) 495M->260M(852M) 3.132ms
[252.976s][info ][gc,cpu       ] GC(186) User=0.01s Sys=0.00s Real=0.00s
[252.976s][info ][safepoint    ] Leaving safepoint region
[252.976s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032932 seconds, Stopping threads took: 0.0000165 seconds
[253.976s][info ][safepoint    ] Application time: 1.0001160 seconds
[253.976s][info ][safepoint    ] Entering safepoint region: Cleanup
[253.976s][info ][safepoint    ] Leaving safepoint region
[253.976s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000957 seconds, Stopping threads took: 0.0000318 seconds
[255.976s][info ][safepoint    ] Application time: 2.0001579 seconds
[255.976s][info ][safepoint    ] Entering safepoint region: Cleanup
[255.976s][info ][safepoint    ] Leaving safepoint region
[255.976s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000950 seconds, Stopping threads took: 0.0000179 seconds
[256.412s][info ][safepoint    ] Application time: 0.4353946 seconds
[256.412s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[256.412s][info ][gc,start     ] GC(187) Pause Young (Allocation Failure)
[256.412s][info ][gc,task      ] GC(187) Using 4 workers of 4 for evacuation
